id,type,title,description,location,severity,date,source
1251,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Quetta,Critical,2025-08-07T00:02:00,https://www.geo.tv/
1252,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,High,2025-01-20T10:42:00,https://www.dawn.com/
1253,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sukkur,High,2024-12-04T09:36:00,https://www.geo.tv/
1254,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,Critical,2024-09-03T21:39:00,https://www.dawn.com/
1255,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Gujranwala,Low,2024-10-13T17:07:00,User Report (Chatbot)
1256,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Low,2024-11-09T23:32:00,User Report (Chatbot)
1257,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Rawalpindi,Critical,2025-05-17T05:36:00,https://www.dawn.com/
1258,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Quetta,Low,2025-06-14T13:56:00,https://arynews.tv/
1259,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Hyderabad,Critical,2025-07-26T23:43:00,https://www.dawn.com/
1260,accident,Car crash on highway,Two cars collided due to overspeeding.,Sialkot,Medium,2024-10-02T07:27:00,https://www.geo.tv/
1261,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Hyderabad,Medium,2025-01-14T20:17:00,https://www.geo.tv/
1262,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Low,2024-09-30T12:49:00,Local Traffic Police Report
1263,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Multan,High,2025-03-17T09:21:00,User Report (Chatbot)
1264,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Quetta,Critical,2025-09-09T08:48:00,https://www.dawn.com/
1265,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Lahore,Critical,2025-05-29T17:24:00,User Report (Chatbot)
1266,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Critical,2025-03-08T00:54:00,https://www.dawn.com/
1267,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Islamabad,Low,2025-06-05T19:11:00,https://arynews.tv/
1268,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Karachi,Medium,2025-01-26T06:35:00,https://www.dawn.com/
1269,accident,Car into divider,Car lost control and hit the road divider at high speed.,Lahore,Critical,2025-06-30T05:10:00,https://arynews.tv/
1270,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,High,2025-05-07T10:26:00,User Report (Chatbot)
1271,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Rawalpindi,Medium,2024-12-19T02:49:00,https://www.geo.tv/
1272,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Karachi,High,2025-09-18T00:20:00,https://arynews.tv/
1273,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Hyderabad,Medium,2025-02-26T14:59:00,https://arynews.tv/
1274,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Critical,2025-09-04T09:01:00,https://www.geo.tv/
1275,accident,Car crash on highway,Two cars collided due to overspeeding.,Faisalabad,High,2025-04-12T05:31:00,User Report (Chatbot)
1276,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Lahore,High,2025-06-01T19:19:00,https://www.geo.tv/
1277,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Sukkur,Medium,2025-01-10T20:57:00,User Report (Chatbot)
1278,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Karachi,Critical,2024-10-10T20:08:00,https://www.dawn.com/
1279,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Karachi,High,2025-01-17T15:48:00,https://www.geo.tv/
1280,accident,Car crash on highway,Two cars collided due to overspeeding.,Peshawar,High,2025-02-20T12:33:00,User Report (Chatbot)
1281,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sukkur,Medium,2024-09-24T14:28:00,https://www.dawn.com/
1282,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Faisalabad,Low,2025-08-11T13:44:00,User Report (Chatbot)
1283,accident,Car into divider,Car lost control and hit the road divider at high speed.,Peshawar,Medium,2025-04-12T01:04:00,https://arynews.tv/
1284,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Lahore,Medium,2024-12-15T02:21:00,https://www.dawn.com/
1285,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Multan,High,2025-01-20T01:09:00,https://www.dawn.com/
1286,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,Medium,2024-12-08T03:56:00,https://www.geo.tv/
1287,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sialkot,Critical,2025-01-21T11:35:00,https://www.dawn.com/
1288,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Peshawar,High,2025-09-05T02:59:00,Local Traffic Police Report
1289,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Lahore,Critical,2025-07-28T23:01:00,https://www.geo.tv/
1290,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Peshawar,Low,2025-09-21T00:54:00,https://www.geo.tv/
1291,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Faisalabad,High,2025-05-27T05:13:00,User Report (Chatbot)
1292,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Critical,2025-04-14T16:18:00,User Report (Chatbot)
1293,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Quetta,Medium,2024-09-02T05:26:00,Local Traffic Police Report
1294,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Rawalpindi,High,2025-07-27T21:15:00,User Report (Chatbot)
1295,accident,Car crash on highway,Two cars collided due to overspeeding.,Faisalabad,Critical,2025-06-01T02:46:00,Local Traffic Police Report
1296,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Quetta,High,2025-05-23T01:02:00,User Report (Chatbot)
1297,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Gujranwala,Low,2025-01-07T16:30:00,User Report (Chatbot)
1298,accident,Car crash on highway,Two cars collided due to overspeeding.,Sialkot,Medium,2025-03-23T18:06:00,https://arynews.tv/
1299,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Islamabad,High,2025-06-01T04:48:00,Local Traffic Police Report
1300,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Lahore,Low,2025-07-23T05:48:00,User Report (Chatbot)
1301,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Gujranwala,Low,2025-06-27T01:01:00,https://www.dawn.com/
1302,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Rawalpindi,Medium,2024-11-14T12:21:00,https://www.geo.tv/
1303,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Quetta,Medium,2025-07-17T22:56:00,https://www.dawn.com/
1304,accident,Car into divider,Car lost control and hit the road divider at high speed.,Islamabad,Low,2024-12-01T21:48:00,User Report (Chatbot)
1305,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,Low,2024-09-21T22:36:00,https://www.dawn.com/
1306,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Gujranwala,High,2025-01-03T15:35:00,Local Traffic Police Report
1307,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Lahore,Medium,2024-09-06T04:57:00,Local Traffic Police Report
1308,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Quetta,Critical,2025-02-14T20:49:00,Local Traffic Police Report
1309,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Peshawar,Critical,2024-10-07T07:42:00,User Report (Chatbot)
1310,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Multan,Critical,2025-09-21T08:03:00,Local Traffic Police Report
1311,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Multan,Medium,2025-05-21T11:20:00,https://www.dawn.com/
1312,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Hyderabad,High,2025-06-06T08:23:00,https://www.geo.tv/
1313,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Quetta,Critical,2024-09-04T11:56:00,User Report (Chatbot)
1314,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Karachi,High,2025-06-16T18:41:00,https://arynews.tv/
1315,accident,Car into divider,Car lost control and hit the road divider at high speed.,Multan,Critical,2024-12-18T08:52:00,https://www.dawn.com/
1316,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,Critical,2025-09-16T14:39:00,Local Traffic Police Report
1317,accident,Car into divider,Car lost control and hit the road divider at high speed.,Multan,Low,2024-12-11T07:13:00,https://www.geo.tv/
1318,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Islamabad,High,2025-07-01T00:54:00,https://www.geo.tv/
1319,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Multan,High,2025-08-07T10:31:00,User Report (Chatbot)
1320,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Faisalabad,Low,2025-02-04T11:22:00,https://www.dawn.com/
1321,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Quetta,Critical,2025-09-07T04:54:00,https://arynews.tv/
1322,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sialkot,High,2025-02-26T09:25:00,Local Traffic Police Report
1323,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Gujranwala,Medium,2025-07-24T19:24:00,User Report (Chatbot)
1324,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Faisalabad,Low,2025-04-20T13:43:00,https://arynews.tv/
1325,accident,Car into divider,Car lost control and hit the road divider at high speed.,Hyderabad,Critical,2024-11-24T20:23:00,https://arynews.tv/
1326,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Karachi,Critical,2025-03-12T23:15:00,Local Traffic Police Report
1327,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Gujranwala,Medium,2025-01-22T23:50:00,User Report (Chatbot)
1328,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Karachi,Critical,2024-09-10T13:59:00,https://www.geo.tv/
1329,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Rawalpindi,Low,2024-11-15T02:32:00,Local Traffic Police Report
1330,accident,Car into divider,Car lost control and hit the road divider at high speed.,Lahore,Low,2025-05-28T06:12:00,https://arynews.tv/
1331,accident,Car crash on highway,Two cars collided due to overspeeding.,Quetta,High,2025-08-24T13:57:00,https://www.dawn.com/
1332,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Rawalpindi,High,2024-09-02T13:57:00,Local Traffic Police Report
1333,accident,Car crash on highway,Two cars collided due to overspeeding.,Multan,Critical,2025-04-26T17:56:00,User Report (Chatbot)
1334,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Islamabad,High,2024-12-02T19:33:00,Local Traffic Police Report
1335,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Faisalabad,High,2025-09-11T14:19:00,User Report (Chatbot)
1336,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Faisalabad,Critical,2025-06-30T15:01:00,User Report (Chatbot)
1337,accident,Car crash on highway,Two cars collided due to overspeeding.,Lahore,Low,2025-09-21T00:19:00,https://www.geo.tv/
1338,accident,Car crash on highway,Two cars collided due to overspeeding.,Quetta,Critical,2025-01-14T08:56:00,https://www.dawn.com/
1339,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Faisalabad,Critical,2025-04-01T23:08:00,User Report (Chatbot)
1340,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Hyderabad,Low,2024-10-08T16:28:00,Local Traffic Police Report
1341,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Faisalabad,Critical,2025-02-01T01:17:00,https://www.geo.tv/
1342,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sukkur,High,2025-08-11T19:59:00,https://www.geo.tv/
1343,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Quetta,High,2025-01-19T23:18:00,User Report (Chatbot)
1344,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Hyderabad,Critical,2025-07-08T12:22:00,User Report (Chatbot)
1345,accident,Car crash on highway,Two cars collided due to overspeeding.,Lahore,Medium,2025-02-14T13:50:00,https://www.geo.tv/
1346,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Multan,Medium,2025-05-06T08:33:00,https://www.geo.tv/
1347,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Lahore,Medium,2025-04-05T00:03:00,https://www.geo.tv/
1348,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,Medium,2024-11-02T11:02:00,https://arynews.tv/
1349,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Peshawar,High,2025-06-26T15:10:00,https://www.geo.tv/
1350,accident,Car crash on highway,Two cars collided due to overspeeding.,Islamabad,Low,2025-02-10T18:48:00,https://arynews.tv/
1351,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Sialkot,Low,2025-03-02T18:23:00,https://www.geo.tv/
1352,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sukkur,Critical,2024-10-31T01:16:00,https://www.dawn.com/
1353,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Peshawar,High,2025-03-25T00:17:00,https://www.geo.tv/
1354,accident,Car into divider,Car lost control and hit the road divider at high speed.,Faisalabad,Critical,2024-12-25T18:48:00,https://www.dawn.com/
1355,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Faisalabad,Medium,2025-07-12T01:17:00,https://arynews.tv/
1356,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Gujranwala,Medium,2025-04-04T14:56:00,https://www.geo.tv/
1357,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,High,2024-11-24T14:59:00,https://www.dawn.com/
1358,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Quetta,Low,2025-05-24T11:41:00,https://www.geo.tv/
1359,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Rawalpindi,Low,2025-03-19T00:28:00,User Report (Chatbot)
1360,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Lahore,Critical,2025-02-27T12:26:00,User Report (Chatbot)
1361,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Multan,Low,2025-02-12T09:44:00,Local Traffic Police Report
1362,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,Medium,2024-10-05T22:22:00,https://www.dawn.com/
1363,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sukkur,Medium,2025-08-21T05:03:00,User Report (Chatbot)
1364,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Quetta,Critical,2024-10-09T07:52:00,Local Traffic Police Report
1365,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Quetta,Low,2025-08-23T13:08:00,https://arynews.tv/
1366,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,Critical,2025-07-21T14:26:00,Local Traffic Police Report
1367,accident,Car crash on highway,Two cars collided due to overspeeding.,Hyderabad,High,2025-07-05T04:34:00,Local Traffic Police Report
1368,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sialkot,Medium,2024-09-02T16:27:00,Local Traffic Police Report
1369,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,Low,2025-06-19T15:43:00,User Report (Chatbot)
1370,accident,Car crash on highway,Two cars collided due to overspeeding.,Multan,Medium,2025-03-02T14:33:00,https://www.geo.tv/
1371,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Gujranwala,High,2025-08-10T19:22:00,https://www.geo.tv/
1372,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Rawalpindi,Medium,2024-10-08T00:33:00,https://arynews.tv/
1373,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Gujranwala,Low,2025-05-08T08:55:00,https://www.geo.tv/
1374,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sukkur,High,2025-04-14T21:17:00,Local Traffic Police Report
1375,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Medium,2025-06-25T12:16:00,https://www.geo.tv/
1376,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sialkot,Medium,2025-09-03T23:01:00,https://www.dawn.com/
1377,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Quetta,Medium,2024-11-26T03:31:00,https://arynews.tv/
1378,accident,Car into divider,Car lost control and hit the road divider at high speed.,Karachi,Low,2025-05-11T06:52:00,https://www.geo.tv/
1379,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Rawalpindi,Medium,2025-01-16T04:34:00,User Report (Chatbot)
1380,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Faisalabad,Critical,2024-12-11T18:08:00,https://www.dawn.com/
1381,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Islamabad,Critical,2024-09-30T11:50:00,User Report (Chatbot)
1382,accident,Car crash on highway,Two cars collided due to overspeeding.,Islamabad,Medium,2025-08-01T23:08:00,https://www.geo.tv/
1383,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Faisalabad,Medium,2024-10-11T12:59:00,Local Traffic Police Report
1384,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Quetta,Low,2025-07-24T07:13:00,User Report (Chatbot)
1385,accident,Car crash on highway,Two cars collided due to overspeeding.,Rawalpindi,Low,2025-06-27T23:17:00,Local Traffic Police Report
1386,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Multan,Low,2025-05-17T20:47:00,https://arynews.tv/
1387,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Faisalabad,Critical,2025-02-21T00:48:00,https://arynews.tv/
1388,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,High,2025-03-19T13:56:00,Local Traffic Police Report
1389,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Faisalabad,Low,2025-06-22T22:44:00,https://arynews.tv/
1390,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Sialkot,Critical,2024-12-14T01:21:00,https://arynews.tv/
1391,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,Medium,2024-10-03T16:08:00,User Report (Chatbot)
1392,accident,Car into divider,Car lost control and hit the road divider at high speed.,Sialkot,Critical,2025-02-18T14:06:00,https://arynews.tv/
1393,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Faisalabad,Critical,2024-10-15T18:23:00,Local Traffic Police Report
1394,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Sialkot,Low,2025-07-03T07:47:00,Local Traffic Police Report
1395,accident,Car into divider,Car lost control and hit the road divider at high speed.,Peshawar,Critical,2024-10-26T10:47:00,User Report (Chatbot)
1396,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Karachi,Critical,2024-11-30T23:11:00,Local Traffic Police Report
1397,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Karachi,Critical,2025-01-23T20:32:00,User Report (Chatbot)
1398,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Faisalabad,Medium,2025-07-02T11:56:00,https://www.geo.tv/
1399,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Islamabad,Critical,2024-11-20T11:56:00,https://www.geo.tv/
1400,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Karachi,Low,2025-06-25T07:33:00,https://www.geo.tv/
1401,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Lahore,Low,2025-03-02T10:59:00,https://www.dawn.com/
1402,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Rawalpindi,Critical,2025-06-11T07:17:00,https://www.geo.tv/
1403,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,Medium,2025-02-12T05:59:00,https://arynews.tv/
1404,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Faisalabad,High,2025-09-06T05:08:00,https://www.geo.tv/
1405,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,Critical,2025-05-24T20:43:00,https://www.geo.tv/
1406,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,High,2025-06-20T08:47:00,User Report (Chatbot)
1407,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Islamabad,High,2024-09-01T14:21:00,https://arynews.tv/
1408,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sialkot,Medium,2025-05-29T14:15:00,https://www.dawn.com/
1409,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Sialkot,Low,2024-10-16T15:16:00,https://www.geo.tv/
1410,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Faisalabad,Low,2025-01-08T08:50:00,https://www.dawn.com/
1411,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,Low,2024-12-08T06:06:00,https://www.dawn.com/
1412,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Lahore,Critical,2025-05-30T18:56:00,https://www.dawn.com/
1413,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Multan,Critical,2025-01-09T14:50:00,Local Traffic Police Report
1414,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Gujranwala,High,2024-11-26T22:50:00,https://www.dawn.com/
1415,accident,Car crash on highway,Two cars collided due to overspeeding.,Hyderabad,High,2024-11-24T10:15:00,https://arynews.tv/
1416,accident,Car into divider,Car lost control and hit the road divider at high speed.,Faisalabad,Critical,2025-08-06T22:58:00,https://www.geo.tv/
1417,accident,Car crash on highway,Two cars collided due to overspeeding.,Faisalabad,Medium,2024-11-02T20:49:00,https://www.dawn.com/
1418,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Multan,Medium,2025-09-04T20:27:00,https://www.geo.tv/
1419,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Rawalpindi,Critical,2025-05-11T00:38:00,https://www.dawn.com/
1420,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sukkur,Medium,2025-06-20T12:16:00,User Report (Chatbot)
1421,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sialkot,High,2024-11-20T01:46:00,Local Traffic Police Report
1422,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Karachi,Critical,2024-09-08T04:40:00,https://www.dawn.com/
1423,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Multan,Medium,2025-03-05T16:12:00,https://www.geo.tv/
1424,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Sukkur,High,2024-11-26T06:41:00,https://www.geo.tv/
1425,accident,Car into divider,Car lost control and hit the road divider at high speed.,Lahore,High,2025-03-07T12:21:00,https://www.geo.tv/
1426,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Islamabad,Low,2025-08-25T00:09:00,https://www.geo.tv/
1427,accident,Car crash on highway,Two cars collided due to overspeeding.,Sukkur,Critical,2025-05-24T12:46:00,https://arynews.tv/
1428,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Rawalpindi,Low,2025-07-01T23:27:00,User Report (Chatbot)
1429,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sukkur,Critical,2025-01-17T12:02:00,Local Traffic Police Report
1430,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Rawalpindi,Medium,2025-03-01T02:26:00,User Report (Chatbot)
1431,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Islamabad,High,2025-01-07T13:58:00,https://www.geo.tv/
1432,accident,Car crash on highway,Two cars collided due to overspeeding.,Peshawar,Medium,2024-11-04T05:08:00,https://www.geo.tv/
1433,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Karachi,Medium,2025-09-26T03:31:00,https://arynews.tv/
1434,accident,Car into divider,Car lost control and hit the road divider at high speed.,Hyderabad,Low,2025-06-10T19:07:00,https://www.geo.tv/
1435,accident,Car crash on highway,Two cars collided due to overspeeding.,Lahore,High,2025-05-20T18:06:00,https://www.dawn.com/
1436,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Karachi,Low,2024-12-14T00:43:00,https://www.geo.tv/
1437,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Hyderabad,High,2025-07-16T23:44:00,https://www.geo.tv/
1438,accident,Car into divider,Car lost control and hit the road divider at high speed.,Gujranwala,Medium,2025-02-06T19:10:00,https://www.dawn.com/
1439,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sialkot,Medium,2024-09-30T01:54:00,Local Traffic Police Report
1440,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,Critical,2025-08-11T10:26:00,https://www.geo.tv/
1441,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,High,2025-07-15T20:32:00,https://arynews.tv/
1442,accident,Car crash on highway,Two cars collided due to overspeeding.,Islamabad,Medium,2025-04-07T16:58:00,https://www.dawn.com/
1443,accident,Car crash on highway,Two cars collided due to overspeeding.,Multan,Low,2025-05-22T21:01:00,https://arynews.tv/
1444,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Karachi,Critical,2025-09-10T15:52:00,Local Traffic Police Report
1445,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Low,2024-09-05T19:16:00,https://arynews.tv/
1446,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Rawalpindi,High,2025-06-30T18:19:00,User Report (Chatbot)
1447,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Sialkot,Critical,2025-02-14T21:21:00,https://www.dawn.com/
1448,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Faisalabad,Medium,2024-12-19T17:22:00,https://www.dawn.com/
1449,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Quetta,High,2025-02-25T22:38:00,User Report (Chatbot)
1450,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Gujranwala,High,2025-09-22T00:56:00,https://www.geo.tv/
1451,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Rawalpindi,High,2024-11-09T19:21:00,User Report (Chatbot)
1452,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Multan,Medium,2024-09-30T07:37:00,User Report (Chatbot)
1453,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Karachi,Low,2025-01-08T07:47:00,https://www.geo.tv/
1454,accident,Car crash on highway,Two cars collided due to overspeeding.,Lahore,Low,2025-03-06T05:22:00,User Report (Chatbot)
1455,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Lahore,High,2025-01-28T00:18:00,https://www.geo.tv/
1456,accident,Car crash on highway,Two cars collided due to overspeeding.,Karachi,Critical,2024-11-02T00:44:00,https://arynews.tv/
1457,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,High,2024-10-21T15:35:00,https://arynews.tv/
1458,accident,Car into divider,Car lost control and hit the road divider at high speed.,Sialkot,Medium,2025-03-07T03:42:00,User Report (Chatbot)
