id,type,title,description,location,severity,date,source
5822,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Critical,2025-07-15T10:24:00,https://www.geo.tv/
5823,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,High,2025-09-08T03:56:00,Local Traffic Police Report
5824,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,High,2024-09-20T00:07:00,User Report (Chatbot)
5825,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sukkur,Low,2024-12-31T18:11:00,https://www.geo.tv/
5826,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Gujranwala,Low,2024-09-13T00:53:00,https://www.dawn.com/
5827,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Lahore,Medium,2025-07-25T06:26:00,User Report (Chatbot)
5828,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Karachi,Medium,2025-03-17T17:00:00,User Report (Chatbot)
5829,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Low,2025-04-01T00:13:00,https://arynews.tv/
5830,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Hyderabad,Medium,2024-11-21T09:46:00,https://arynews.tv/
5831,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,High,2025-02-25T03:50:00,User Report (Chatbot)
5832,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Medium,2025-06-03T14:46:00,https://arynews.tv/
5833,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Rawalpindi,Low,2024-10-14T12:58:00,Local Traffic Police Report
5834,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Hyderabad,Critical,2025-01-03T18:36:00,https://www.geo.tv/
5835,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Medium,2024-10-20T10:31:00,User Report (Chatbot)
5836,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Low,2025-04-25T09:26:00,User Report (Chatbot)
5837,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,Critical,2024-10-27T04:50:00,https://arynews.tv/
5838,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Low,2024-09-20T15:54:00,https://arynews.tv/
5839,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,Medium,2025-09-26T21:10:00,https://www.dawn.com/
5840,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Karachi,High,2025-03-10T05:52:00,Local Traffic Police Report
5841,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Low,2025-05-11T01:22:00,Local Traffic Police Report
5842,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,High,2025-05-15T10:08:00,User Report (Chatbot)
5843,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Multan,Medium,2025-07-23T01:35:00,https://arynews.tv/
5844,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,High,2024-09-17T06:14:00,https://arynews.tv/
5845,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,Medium,2024-10-26T23:07:00,User Report (Chatbot)
5846,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,Low,2024-12-17T12:28:00,https://www.dawn.com/
5847,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,Low,2025-03-29T07:54:00,https://www.geo.tv/
5848,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Critical,2025-06-28T16:34:00,User Report (Chatbot)
5849,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,Medium,2025-02-21T18:05:00,https://www.geo.tv/
5850,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Medium,2025-09-05T15:15:00,https://www.dawn.com/
5851,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,High,2025-01-10T18:52:00,https://www.geo.tv/
5852,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Critical,2025-04-08T05:56:00,https://arynews.tv/
5853,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Multan,Low,2024-10-07T16:40:00,https://arynews.tv/
5854,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,High,2025-09-06T18:19:00,https://arynews.tv/
5855,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Medium,2025-06-13T23:31:00,https://www.geo.tv/
5856,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Critical,2024-11-10T05:59:00,https://www.dawn.com/
5857,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sukkur,High,2025-02-11T14:00:00,User Report (Chatbot)
5858,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Low,2025-02-07T19:57:00,https://arynews.tv/
5859,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Multan,Critical,2025-07-25T08:02:00,Local Traffic Police Report
5860,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Critical,2024-09-06T15:44:00,https://www.dawn.com/
5861,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,High,2025-02-03T00:04:00,User Report (Chatbot)
5862,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Hyderabad,Medium,2024-11-10T15:24:00,https://www.geo.tv/
5863,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sialkot,Low,2024-12-08T19:28:00,https://www.geo.tv/
5864,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Critical,2024-10-20T21:20:00,User Report (Chatbot)
5865,road_condition,Potholes on main road,Several potholes reported on the central road.,Faisalabad,Medium,2025-03-22T14:06:00,User Report (Chatbot)
5866,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Medium,2024-09-03T17:30:00,https://www.geo.tv/
5867,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Lahore,Medium,2025-02-20T11:26:00,User Report (Chatbot)
5868,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Medium,2025-03-26T14:32:00,https://arynews.tv/
5869,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,High,2025-07-14T22:11:00,Local Traffic Police Report
5870,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Medium,2025-07-05T01:54:00,https://www.geo.tv/
5871,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,High,2025-04-13T16:58:00,User Report (Chatbot)
5872,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,Low,2024-11-07T13:19:00,Local Traffic Police Report
5873,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Critical,2024-10-16T00:32:00,https://www.geo.tv/
5874,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,High,2025-07-30T01:28:00,https://www.dawn.com/
5875,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Low,2025-02-21T17:05:00,https://www.dawn.com/
5876,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,Medium,2025-05-14T07:54:00,Local Traffic Police Report
5877,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,High,2025-01-15T11:58:00,Local Traffic Police Report
5878,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Low,2025-05-10T08:25:00,User Report (Chatbot)
5879,road_condition,Potholes on main road,Several potholes reported on the central road.,Faisalabad,Critical,2024-09-03T04:21:00,https://www.dawn.com/
5880,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Multan,Low,2025-07-05T05:45:00,https://arynews.tv/
5881,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,Critical,2025-06-07T05:23:00,https://arynews.tv/
5882,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Medium,2025-01-02T06:14:00,https://www.dawn.com/
5883,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Peshawar,High,2025-04-16T02:06:00,User Report (Chatbot)
5884,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Multan,Critical,2024-11-18T11:53:00,https://www.geo.tv/
5885,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Low,2025-04-20T04:29:00,User Report (Chatbot)
5886,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Critical,2025-07-17T18:40:00,https://www.dawn.com/
5887,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Critical,2024-11-07T06:32:00,https://www.dawn.com/
5888,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Rawalpindi,Medium,2025-04-05T20:40:00,https://arynews.tv/
5889,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,Low,2025-03-06T21:06:00,Local Traffic Police Report
5890,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,High,2025-06-17T14:24:00,https://www.geo.tv/
5891,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Multan,Low,2024-10-04T20:19:00,https://www.dawn.com/
5892,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Lahore,Low,2025-08-18T02:49:00,https://www.geo.tv/
5893,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,Critical,2025-05-20T16:43:00,https://www.dawn.com/
5894,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Gujranwala,Low,2024-10-25T18:24:00,https://arynews.tv/
5895,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Critical,2025-09-16T23:29:00,https://www.geo.tv/
5896,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Medium,2025-08-09T20:14:00,https://www.dawn.com/
5897,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,Critical,2025-09-22T09:00:00,https://arynews.tv/
5898,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Critical,2024-12-29T10:39:00,Local Traffic Police Report
5899,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Rawalpindi,High,2024-12-23T09:09:00,Local Traffic Police Report
5900,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Faisalabad,Critical,2024-10-14T00:17:00,https://arynews.tv/
5901,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sialkot,Medium,2024-12-15T14:51:00,Local Traffic Police Report
5902,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sialkot,Medium,2024-11-12T16:20:00,https://www.dawn.com/
5903,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Medium,2025-06-21T06:54:00,User Report (Chatbot)
5904,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Critical,2025-09-08T15:08:00,https://www.geo.tv/
5905,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,Low,2024-10-02T20:44:00,https://www.dawn.com/
5906,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,Medium,2025-05-16T08:42:00,User Report (Chatbot)
5907,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Multan,Low,2024-10-17T09:00:00,https://arynews.tv/
5908,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Medium,2025-03-31T07:37:00,https://www.geo.tv/
5909,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Quetta,Low,2025-03-15T12:28:00,User Report (Chatbot)
5910,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Multan,High,2025-09-12T16:31:00,Local Traffic Police Report
5911,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,Medium,2025-08-19T07:17:00,User Report (Chatbot)
5912,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Critical,2025-09-07T23:08:00,Local Traffic Police Report
5913,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,Low,2025-07-24T03:52:00,https://arynews.tv/
5914,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,Medium,2024-12-10T07:31:00,Local Traffic Police Report
5915,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Medium,2025-09-22T06:53:00,Local Traffic Police Report
5916,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Hyderabad,Medium,2025-01-02T00:31:00,https://www.geo.tv/
5917,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Critical,2024-10-27T14:43:00,https://arynews.tv/
5918,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Critical,2024-10-21T01:10:00,https://www.dawn.com/
5919,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Critical,2025-06-19T19:49:00,User Report (Chatbot)
5920,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,Critical,2024-11-17T00:57:00,Local Traffic Police Report
5921,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Critical,2025-02-19T13:13:00,https://www.geo.tv/
5922,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Faisalabad,Critical,2024-09-12T15:26:00,https://www.dawn.com/
5923,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Lahore,Medium,2025-02-09T09:33:00,https://arynews.tv/
5924,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Low,2025-09-08T15:31:00,https://www.dawn.com/
5925,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Medium,2025-01-05T01:54:00,https://www.geo.tv/
5926,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Multan,Medium,2025-09-14T18:25:00,Local Traffic Police Report
5927,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Low,2025-03-26T08:46:00,https://arynews.tv/
5928,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Quetta,Medium,2025-06-01T12:08:00,https://arynews.tv/
5929,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Critical,2025-09-23T00:39:00,https://www.dawn.com/
5930,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Low,2024-09-22T16:25:00,User Report (Chatbot)
5931,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Medium,2024-12-13T01:32:00,https://www.dawn.com/
5932,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Multan,High,2024-10-23T22:15:00,https://www.dawn.com/
5933,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Low,2024-09-21T14:46:00,https://arynews.tv/
5934,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,Low,2025-03-03T03:44:00,https://arynews.tv/
5935,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Faisalabad,High,2025-07-22T17:21:00,https://www.geo.tv/
5936,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,Critical,2024-12-23T06:19:00,https://www.geo.tv/
5937,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,Low,2025-05-06T20:10:00,User Report (Chatbot)
5938,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Hyderabad,Critical,2025-01-19T15:32:00,Local Traffic Police Report
5939,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Low,2025-08-22T12:33:00,https://www.dawn.com/
5940,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Islamabad,Medium,2025-06-11T21:24:00,https://www.geo.tv/
5941,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,High,2025-02-13T11:30:00,https://arynews.tv/
5942,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Low,2025-01-15T07:54:00,https://www.geo.tv/
5943,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Faisalabad,Low,2024-12-03T18:17:00,https://www.geo.tv/
5944,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Hyderabad,High,2025-02-25T19:08:00,https://www.dawn.com/
5945,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Low,2025-02-11T12:32:00,https://www.dawn.com/
5946,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Islamabad,Low,2025-06-14T00:46:00,https://www.geo.tv/
5947,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sialkot,High,2025-08-27T12:15:00,User Report (Chatbot)
5948,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Medium,2024-09-03T23:21:00,Local Traffic Police Report
5949,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Medium,2024-11-27T14:30:00,https://www.geo.tv/
5950,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Low,2024-10-10T16:44:00,https://www.dawn.com/
5951,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Multan,Low,2025-02-05T18:11:00,User Report (Chatbot)
5952,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,Critical,2024-12-12T17:45:00,https://arynews.tv/
5953,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Faisalabad,Low,2025-03-31T12:48:00,https://www.dawn.com/
5954,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sialkot,Critical,2024-11-23T16:10:00,https://www.geo.tv/
5955,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Critical,2025-06-24T03:02:00,https://arynews.tv/
5956,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Rawalpindi,Low,2024-10-12T05:30:00,User Report (Chatbot)
5957,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Multan,Medium,2024-12-08T18:14:00,User Report (Chatbot)
5958,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,Medium,2025-08-07T00:57:00,https://www.geo.tv/
5959,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,Low,2025-09-25T14:25:00,Local Traffic Police Report
5960,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Lahore,High,2025-08-03T06:56:00,https://www.dawn.com/
5961,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Islamabad,Low,2025-09-17T18:56:00,https://arynews.tv/
5962,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Islamabad,Critical,2025-07-01T00:47:00,Local Traffic Police Report
5963,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,High,2025-05-19T18:05:00,https://arynews.tv/
5964,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,Critical,2025-06-20T07:19:00,https://www.geo.tv/
5965,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Low,2025-03-25T23:52:00,User Report (Chatbot)
5966,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Critical,2025-08-11T06:19:00,User Report (Chatbot)
5967,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Karachi,Critical,2025-09-26T01:33:00,https://www.dawn.com/
5968,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,Medium,2024-10-15T11:01:00,https://www.geo.tv/
5969,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Lahore,Medium,2025-02-15T22:32:00,Local Traffic Police Report
5970,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,Critical,2024-12-12T15:56:00,https://www.dawn.com/
5971,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,High,2025-09-11T16:12:00,https://arynews.tv/
5972,road_condition,Potholes on main road,Several potholes reported on the central road.,Gujranwala,High,2025-04-30T01:44:00,User Report (Chatbot)
5973,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Lahore,High,2024-09-09T01:19:00,Local Traffic Police Report
5974,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sialkot,Low,2025-03-08T14:19:00,User Report (Chatbot)
5975,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,High,2025-01-31T18:04:00,User Report (Chatbot)
5976,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Medium,2025-09-17T03:42:00,Local Traffic Police Report
5977,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,High,2024-11-22T14:06:00,User Report (Chatbot)
5978,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Multan,Low,2025-09-09T07:42:00,https://www.dawn.com/
5979,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,High,2025-06-08T02:49:00,User Report (Chatbot)
5980,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Medium,2025-04-20T04:48:00,https://arynews.tv/
5981,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Quetta,Low,2025-03-07T14:06:00,User Report (Chatbot)
5982,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,Critical,2024-12-17T17:01:00,User Report (Chatbot)
5983,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Low,2025-03-18T11:56:00,https://www.geo.tv/
5984,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Multan,Low,2024-10-10T23:38:00,https://arynews.tv/
5985,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,High,2025-08-02T19:52:00,Local Traffic Police Report
5986,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,Low,2024-09-07T02:37:00,https://www.dawn.com/
5987,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Multan,Critical,2025-04-16T01:45:00,https://arynews.tv/
5988,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,Critical,2025-01-06T07:13:00,https://www.geo.tv/
5989,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,Low,2025-01-12T11:22:00,User Report (Chatbot)
5990,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Critical,2024-10-10T22:07:00,Local Traffic Police Report
5991,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,High,2025-05-01T01:05:00,User Report (Chatbot)
5992,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Quetta,High,2025-05-11T21:21:00,User Report (Chatbot)
5993,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,High,2025-08-01T09:36:00,https://arynews.tv/
5994,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Low,2024-11-18T16:48:00,User Report (Chatbot)
5995,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sukkur,Critical,2025-06-15T03:07:00,https://www.geo.tv/
5996,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Critical,2024-11-13T13:58:00,https://www.geo.tv/
5997,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,High,2025-03-20T17:19:00,Local Traffic Police Report
5998,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,High,2025-09-18T05:13:00,Local Traffic Police Report
5999,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Critical,2024-12-03T19:08:00,https://www.dawn.com/
6000,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Hyderabad,Medium,2025-06-13T23:30:00,https://www.dawn.com/
6001,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,High,2025-09-12T11:44:00,https://www.geo.tv/
6002,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Rawalpindi,High,2025-01-17T19:05:00,https://arynews.tv/
6003,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Hyderabad,High,2025-05-09T04:16:00,https://arynews.tv/
6004,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Low,2025-04-11T03:38:00,https://www.dawn.com/
6005,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Faisalabad,Medium,2025-04-27T10:03:00,https://arynews.tv/
6006,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Quetta,Low,2024-12-01T06:18:00,https://www.geo.tv/
6007,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Gujranwala,High,2025-07-08T07:27:00,https://www.geo.tv/
6008,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,Critical,2025-02-14T20:05:00,https://www.geo.tv/
6009,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,High,2025-03-04T10:32:00,https://www.geo.tv/
6010,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Multan,Low,2025-04-24T00:02:00,https://www.geo.tv/
6011,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Karachi,Low,2024-10-10T23:16:00,Local Traffic Police Report
6012,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Karachi,High,2025-02-18T18:58:00,Local Traffic Police Report
6013,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Quetta,Critical,2025-08-11T09:18:00,User Report (Chatbot)
6014,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,Low,2024-12-13T11:58:00,https://www.geo.tv/
6015,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,Critical,2025-06-01T02:03:00,https://www.dawn.com/
6016,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Quetta,Critical,2025-06-25T21:07:00,Local Traffic Police Report
6017,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Islamabad,Medium,2025-06-29T17:42:00,https://www.dawn.com/
6018,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Medium,2025-05-16T12:48:00,https://www.dawn.com/
6019,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,High,2025-06-02T02:03:00,https://www.dawn.com/
6020,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Gujranwala,Low,2024-10-17T03:44:00,User Report (Chatbot)
6021,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Multan,Medium,2024-12-13T12:54:00,User Report (Chatbot)
6022,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,Critical,2025-04-25T04:53:00,https://www.geo.tv/
6023,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Rawalpindi,Medium,2025-08-15T19:22:00,https://www.dawn.com/
6024,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,Critical,2025-01-15T09:01:00,https://www.geo.tv/
6025,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sukkur,High,2024-12-07T14:17:00,User Report (Chatbot)
6026,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Multan,Critical,2024-09-01T05:05:00,User Report (Chatbot)
6027,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,Critical,2025-04-22T22:38:00,https://www.geo.tv/
6028,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,Low,2025-06-10T10:47:00,https://www.dawn.com/
6029,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Hyderabad,Medium,2025-03-26T20:43:00,https://www.geo.tv/
6030,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Medium,2025-01-22T03:25:00,https://www.dawn.com/
6031,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Faisalabad,Low,2025-09-13T20:43:00,Local Traffic Police Report
6032,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Gujranwala,High,2025-06-25T23:47:00,User Report (Chatbot)
6033,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,High,2024-10-26T03:51:00,Local Traffic Police Report
