id,type,title,description,location,severity,date,source
581,road_condition,Potholes on main road,Several potholes reported on the central road.,Lahore,Medium,2025-01-05T17:54:00,https://www.dawn.com/
582,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Karachi,Critical,2024-10-13T21:24:00,Local Traffic Police Report
583,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,High,2024-11-18T11:36:00,https://arynews.tv/
584,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,High,2025-02-07T09:29:00,https://www.geo.tv/
585,road_condition,Potholes on main road,Several potholes reported on the central road.,Gujranwala,Medium,2025-09-03T15:56:00,https://www.dawn.com/
586,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Low,2025-05-03T00:13:00,https://www.geo.tv/
587,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Medium,2025-02-25T04:06:00,https://arynews.tv/
588,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,Low,2025-04-22T18:58:00,https://www.dawn.com/
589,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Rawalpindi,Low,2025-09-23T16:13:00,Local Traffic Police Report
590,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sialkot,Critical,2025-08-23T12:18:00,https://www.dawn.com/
591,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Critical,2025-03-30T21:23:00,User Report (Chatbot)
592,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Multan,Low,2025-05-15T13:30:00,https://arynews.tv/
593,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,Medium,2025-03-28T15:00:00,https://www.dawn.com/
594,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Critical,2025-07-09T20:31:00,https://www.dawn.com/
595,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,Critical,2024-12-29T22:30:00,https://www.dawn.com/
596,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,High,2025-04-07T02:23:00,https://www.dawn.com/
597,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Critical,2024-11-06T06:17:00,https://www.dawn.com/
598,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Multan,Low,2025-08-01T06:56:00,https://www.geo.tv/
599,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Hyderabad,Low,2024-10-25T23:04:00,Local Traffic Police Report
600,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Quetta,High,2024-09-21T09:02:00,https://www.geo.tv/
601,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,Medium,2025-05-06T01:38:00,https://www.dawn.com/
602,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,Medium,2025-06-19T03:47:00,User Report (Chatbot)
603,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Low,2025-09-18T08:52:00,https://www.dawn.com/
604,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,Medium,2025-03-06T03:52:00,User Report (Chatbot)
605,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,High,2025-08-06T02:03:00,User Report (Chatbot)
606,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Faisalabad,Critical,2024-10-27T05:53:00,https://www.geo.tv/
607,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Medium,2024-10-04T18:15:00,Local Traffic Police Report
608,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Critical,2025-08-23T08:03:00,https://www.dawn.com/
609,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Multan,Low,2024-11-20T01:50:00,https://arynews.tv/
610,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,Low,2025-07-02T13:24:00,https://www.geo.tv/
611,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Low,2025-06-17T23:29:00,https://arynews.tv/
612,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Lahore,Low,2024-11-29T13:33:00,User Report (Chatbot)
613,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,Low,2025-04-20T04:25:00,https://www.dawn.com/
614,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Quetta,Medium,2025-07-13T03:15:00,https://arynews.tv/
615,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Rawalpindi,High,2024-11-07T03:28:00,https://arynews.tv/
616,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,Critical,2025-05-13T19:51:00,https://www.dawn.com/
617,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Low,2024-10-31T06:23:00,Local Traffic Police Report
618,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Islamabad,Medium,2024-11-06T01:01:00,https://arynews.tv/
619,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Multan,Medium,2025-01-11T23:22:00,https://www.geo.tv/
620,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,Low,2024-09-04T01:17:00,Local Traffic Police Report
621,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,Low,2025-08-19T12:59:00,User Report (Chatbot)
622,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,High,2024-12-13T16:04:00,User Report (Chatbot)
623,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Low,2025-05-20T12:29:00,https://www.geo.tv/
624,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Critical,2024-11-25T17:05:00,https://www.geo.tv/
625,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Medium,2025-06-22T23:03:00,https://arynews.tv/
626,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Lahore,Low,2024-11-30T23:02:00,https://www.dawn.com/
627,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Karachi,High,2024-10-04T23:19:00,User Report (Chatbot)
628,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Critical,2025-09-14T15:25:00,Local Traffic Police Report
629,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Gujranwala,Critical,2025-08-13T16:04:00,https://www.geo.tv/
630,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,Medium,2025-09-19T11:23:00,https://arynews.tv/
631,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Quetta,High,2025-03-30T21:08:00,https://www.geo.tv/
632,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Gujranwala,High,2025-05-30T09:24:00,https://www.geo.tv/
633,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,Low,2025-05-04T23:51:00,User Report (Chatbot)
634,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,Critical,2025-05-29T16:07:00,Local Traffic Police Report
635,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Low,2024-11-19T08:16:00,https://www.dawn.com/
636,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Critical,2025-07-18T03:20:00,User Report (Chatbot)
637,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,Medium,2024-09-22T12:13:00,User Report (Chatbot)
638,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sukkur,Low,2025-08-07T04:10:00,User Report (Chatbot)
639,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Gujranwala,High,2024-09-29T05:44:00,Local Traffic Police Report
640,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Sukkur,High,2025-08-22T20:08:00,https://arynews.tv/
641,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,Critical,2024-11-12T05:29:00,User Report (Chatbot)
642,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Lahore,Low,2024-09-07T10:14:00,Local Traffic Police Report
643,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Faisalabad,Low,2025-06-04T22:24:00,https://www.dawn.com/
644,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Critical,2024-11-15T04:14:00,https://www.dawn.com/
645,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,High,2025-05-30T03:07:00,User Report (Chatbot)
646,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Low,2024-12-17T03:32:00,https://www.geo.tv/
647,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Low,2025-04-14T01:26:00,User Report (Chatbot)
648,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,High,2025-06-03T00:20:00,https://www.dawn.com/
649,road_condition,Potholes on main road,Several potholes reported on the central road.,Sukkur,Low,2024-11-06T05:39:00,https://www.dawn.com/
650,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,High,2024-11-13T09:15:00,https://www.dawn.com/
651,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Medium,2024-12-12T22:16:00,https://arynews.tv/
652,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Medium,2025-05-09T07:01:00,https://www.geo.tv/
653,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sukkur,Medium,2025-07-28T23:25:00,https://www.geo.tv/
654,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Peshawar,High,2025-07-01T20:20:00,Local Traffic Police Report
655,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,Medium,2025-09-04T18:38:00,User Report (Chatbot)
656,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Hyderabad,Critical,2025-02-07T03:08:00,Local Traffic Police Report
657,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Low,2025-07-13T21:48:00,User Report (Chatbot)
658,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Medium,2025-02-16T04:14:00,User Report (Chatbot)
659,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Lahore,High,2025-02-07T08:11:00,https://www.geo.tv/
660,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Faisalabad,High,2025-09-23T13:26:00,https://www.dawn.com/
661,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,Critical,2025-05-24T14:05:00,Local Traffic Police Report
662,road_condition,Potholes on main road,Several potholes reported on the central road.,Karachi,Low,2024-11-08T18:01:00,https://www.dawn.com/
663,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sukkur,High,2025-01-06T02:38:00,https://arynews.tv/
664,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Critical,2025-09-20T03:30:00,Local Traffic Police Report
665,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,Low,2025-06-10T10:15:00,https://arynews.tv/
666,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Low,2025-03-17T22:48:00,https://www.dawn.com/
667,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Faisalabad,Medium,2025-06-30T00:32:00,https://www.geo.tv/
668,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,High,2024-11-17T04:00:00,User Report (Chatbot)
669,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Rawalpindi,Medium,2025-04-06T22:33:00,User Report (Chatbot)
670,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Low,2025-09-05T16:56:00,https://arynews.tv/
671,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Low,2025-02-12T20:05:00,User Report (Chatbot)
672,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,Medium,2025-02-25T20:03:00,https://www.dawn.com/
673,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,Critical,2024-11-11T23:43:00,https://www.geo.tv/
674,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Multan,Critical,2024-11-14T00:16:00,Local Traffic Police Report
675,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,Low,2024-11-14T14:19:00,https://arynews.tv/
676,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Quetta,Medium,2025-05-07T14:51:00,https://www.geo.tv/
677,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,High,2024-10-24T22:26:00,https://arynews.tv/
678,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Quetta,High,2024-12-12T07:14:00,https://arynews.tv/
679,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Quetta,Medium,2025-05-20T08:16:00,User Report (Chatbot)
680,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Karachi,Medium,2024-10-01T16:49:00,https://www.dawn.com/
681,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Critical,2025-09-22T18:14:00,User Report (Chatbot)
682,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Peshawar,Critical,2025-01-17T12:25:00,User Report (Chatbot)
683,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,Low,2024-09-10T18:38:00,https://www.geo.tv/
684,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,Low,2025-01-24T17:18:00,https://www.geo.tv/
685,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Medium,2025-06-28T11:05:00,https://www.dawn.com/
686,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Medium,2025-04-22T17:24:00,Local Traffic Police Report
687,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Karachi,Critical,2025-04-17T23:08:00,Local Traffic Police Report
688,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Gujranwala,Critical,2024-11-28T09:35:00,https://arynews.tv/
689,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Medium,2024-11-01T15:27:00,User Report (Chatbot)
690,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Hyderabad,Critical,2025-06-12T18:14:00,https://arynews.tv/
691,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Multan,Medium,2024-09-23T08:25:00,https://arynews.tv/
692,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Medium,2024-12-08T10:27:00,https://arynews.tv/
693,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sukkur,High,2025-07-03T17:47:00,https://www.dawn.com/
694,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Low,2025-01-05T18:10:00,https://www.dawn.com/
695,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Gujranwala,Critical,2025-03-23T06:28:00,https://www.dawn.com/
696,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,Critical,2025-05-27T13:38:00,https://www.dawn.com/
697,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Gujranwala,High,2025-03-17T23:55:00,https://arynews.tv/
698,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Lahore,Critical,2025-07-18T13:27:00,https://arynews.tv/
699,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Rawalpindi,Medium,2024-10-14T05:54:00,https://www.geo.tv/
700,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Critical,2025-09-20T02:21:00,Local Traffic Police Report
701,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Hyderabad,Low,2024-10-28T22:40:00,https://www.geo.tv/
702,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Low,2024-10-23T15:43:00,https://arynews.tv/
703,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Medium,2024-10-23T16:49:00,User Report (Chatbot)
704,road_condition,Potholes on main road,Several potholes reported on the central road.,Rawalpindi,Critical,2025-08-28T09:52:00,Local Traffic Police Report
705,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sukkur,Low,2025-06-17T09:54:00,User Report (Chatbot)
706,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Gujranwala,Low,2025-04-29T03:45:00,Local Traffic Police Report
707,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,Low,2025-01-27T23:46:00,User Report (Chatbot)
708,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,High,2024-10-01T14:07:00,Local Traffic Police Report
709,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Hyderabad,Medium,2025-02-24T05:31:00,https://www.dawn.com/
710,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,High,2025-08-12T13:54:00,https://arynews.tv/
711,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Hyderabad,High,2025-06-17T10:36:00,Local Traffic Police Report
712,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Gujranwala,Medium,2024-11-18T07:39:00,User Report (Chatbot)
713,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,Low,2025-08-14T03:54:00,https://www.dawn.com/
714,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sialkot,Critical,2025-04-27T00:31:00,https://www.geo.tv/
715,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,High,2024-09-20T09:22:00,https://arynews.tv/
716,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Critical,2025-04-26T15:48:00,Local Traffic Police Report
717,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Quetta,Medium,2025-07-17T11:02:00,Local Traffic Police Report
718,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Medium,2024-09-15T00:13:00,User Report (Chatbot)
719,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Islamabad,Medium,2025-07-05T07:10:00,User Report (Chatbot)
720,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,High,2024-10-02T15:48:00,User Report (Chatbot)
721,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Faisalabad,Critical,2025-05-15T14:03:00,https://www.dawn.com/
722,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Islamabad,High,2025-09-17T00:45:00,https://arynews.tv/
723,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Sukkur,High,2025-02-07T01:02:00,https://arynews.tv/
724,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Lahore,Low,2025-08-20T01:17:00,User Report (Chatbot)
725,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Gujranwala,Critical,2025-08-25T20:25:00,https://arynews.tv/
726,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Islamabad,High,2025-04-19T08:52:00,https://www.dawn.com/
727,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Quetta,Critical,2025-05-24T02:48:00,User Report (Chatbot)
728,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Critical,2025-08-19T14:54:00,https://www.dawn.com/
729,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Hyderabad,Medium,2025-04-09T23:22:00,https://www.geo.tv/
730,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Multan,Critical,2024-10-30T00:44:00,https://arynews.tv/
731,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Medium,2025-03-15T14:42:00,https://www.geo.tv/
732,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Karachi,Medium,2024-09-12T22:40:00,https://www.geo.tv/
733,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Karachi,Medium,2025-07-01T16:56:00,User Report (Chatbot)
734,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,Critical,2024-10-03T18:36:00,https://www.geo.tv/
735,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,Critical,2024-11-24T04:28:00,User Report (Chatbot)
736,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Critical,2025-07-10T03:30:00,https://www.geo.tv/
737,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Medium,2024-09-22T08:56:00,Local Traffic Police Report
738,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Lahore,Critical,2024-12-30T14:17:00,https://www.dawn.com/
739,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Peshawar,Low,2024-10-30T13:49:00,Local Traffic Police Report
740,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Gujranwala,High,2025-02-15T21:20:00,Local Traffic Police Report
741,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Rawalpindi,High,2025-03-09T08:28:00,User Report (Chatbot)
742,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Medium,2025-04-11T03:27:00,https://www.dawn.com/
743,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Rawalpindi,High,2025-01-12T20:27:00,https://arynews.tv/
744,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Faisalabad,High,2025-06-03T08:47:00,https://www.geo.tv/
745,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Islamabad,High,2025-08-17T21:17:00,https://www.geo.tv/
746,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Gujranwala,Critical,2025-09-24T21:34:00,User Report (Chatbot)
747,road_condition,Flooded street,Rainwater accumulation causing slow traffic.,Karachi,Low,2025-02-26T13:27:00,https://www.geo.tv/
748,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Islamabad,Medium,2024-10-28T04:24:00,User Report (Chatbot)
749,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Karachi,Low,2025-03-29T07:42:00,https://www.dawn.com/
750,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Lahore,Medium,2025-03-08T07:55:00,https://arynews.tv/
751,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Faisalabad,Medium,2025-04-23T09:43:00,User Report (Chatbot)
752,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Multan,Critical,2024-12-25T14:03:00,https://arynews.tv/
753,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Sukkur,Critical,2025-03-01T20:39:00,User Report (Chatbot)
754,road_condition,Potholes on main road,Several potholes reported on the central road.,Hyderabad,Low,2024-12-08T22:07:00,https://www.dawn.com/
755,road_condition,Potholes on main road,Several potholes reported on the central road.,Quetta,Medium,2025-01-17T08:09:00,https://www.dawn.com/
756,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Lahore,High,2025-06-27T11:17:00,User Report (Chatbot)
757,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,High,2025-01-22T08:14:00,Local Traffic Police Report
758,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Peshawar,Low,2025-09-07T23:48:00,https://www.geo.tv/
759,road_condition,Potholes on main road,Several potholes reported on the central road.,Faisalabad,Low,2024-11-10T00:10:00,Local Traffic Police Report
760,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,Low,2025-05-11T18:07:00,Local Traffic Police Report
761,road_condition,Potholes on main road,Several potholes reported on the central road.,Multan,Critical,2025-01-30T17:34:00,Local Traffic Police Report
762,road_condition,Broken traffic signal,"Traffic signal not working, causing jams.",Sialkot,High,2025-05-08T10:00:00,https://arynews.tv/
763,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Multan,Medium,2025-09-24T18:36:00,https://www.geo.tv/
764,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Sialkot,Critical,2025-02-22T16:10:00,https://www.dawn.com/
765,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Hyderabad,Low,2025-09-10T13:59:00,Local Traffic Police Report
766,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Low,2025-04-03T20:39:00,https://arynews.tv/
767,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Rawalpindi,Low,2024-12-13T16:50:00,https://www.geo.tv/
768,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Low,2025-07-07T15:14:00,https://arynews.tv/
769,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Islamabad,Critical,2025-06-18T13:27:00,https://www.dawn.com/
770,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,High,2025-01-30T18:24:00,User Report (Chatbot)
771,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Hyderabad,Low,2025-07-12T17:03:00,User Report (Chatbot)
772,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Quetta,Low,2024-12-18T12:06:00,https://www.geo.tv/
773,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Gujranwala,Low,2025-07-01T04:16:00,https://www.dawn.com/
774,road_condition,Sinkhole incident,Small sinkhole reported in city street.,Lahore,Critical,2024-12-22T12:05:00,Local Traffic Police Report
775,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Faisalabad,Low,2024-11-13T09:21:00,https://www.dawn.com/
776,road_condition,Cracked road surface,"Road surface developing cracks, dangerous for bikers.",Peshawar,Critical,2025-02-04T03:05:00,User Report (Chatbot)
777,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Karachi,Low,2025-03-12T07:57:00,User Report (Chatbot)
778,road_condition,Potholes on main road,Several potholes reported on the central road.,Peshawar,Critical,2025-08-26T05:15:00,https://arynews.tv/
779,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Islamabad,High,2024-11-26T09:55:00,https://www.geo.tv/
780,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Lahore,Medium,2025-04-11T23:40:00,https://arynews.tv/
781,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sukkur,Critical,2025-04-19T01:52:00,User Report (Chatbot)
782,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Rawalpindi,High,2025-06-04T04:06:00,https://www.geo.tv/
783,road_condition,Bridge under repair,Partial closure of bridge due to repair work.,Sialkot,Critical,2025-07-17T08:56:00,User Report (Chatbot)
784,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Islamabad,Medium,2025-05-05T01:15:00,Local Traffic Police Report
785,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Sukkur,Low,2025-03-13T12:04:00,https://www.geo.tv/
786,road_condition,Potholes on main road,Several potholes reported on the central road.,Islamabad,High,2024-09-03T14:58:00,https://www.geo.tv/
787,road_condition,Potholes on main road,Several potholes reported on the central road.,Sialkot,Critical,2025-08-26T17:50:00,https://www.geo.tv/
788,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Sialkot,Critical,2024-10-08T16:13:00,Local Traffic Police Report
789,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Faisalabad,Low,2025-09-13T06:06:00,Local Traffic Police Report
790,road_condition,Poor street lighting,"Street lights out in key areas, risk of accidents.",Peshawar,Low,2025-08-04T06:27:00,https://www.dawn.com/
791,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Lahore,High,2025-02-15T07:17:00,https://www.geo.tv/
792,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Islamabad,Low,2024-10-03T10:29:00,User Report (Chatbot)
793,road_condition,Road construction delay,Ongoing construction causing traffic issues.,Sialkot,High,2025-07-11T04:13:00,Local Traffic Police Report
794,road_condition,Shoulder erosion,Erosion at roadside shoulder creating hazards.,Karachi,High,2024-10-21T07:36:00,https://www.geo.tv/
795,road_condition,Damaged speed breaker,Uneven speed breaker damaging cars.,Peshawar,Low,2025-03-25T16:27:00,https://arynews.tv/
